2,2,normal,full,3
2,2,hungry,full,2
2,2,full,full,2
2,8,normal,full,3
2,8,hungry,full,3
2,8,full,full,3
2,13,hungry,full,4
2,13,full,full,3
2,13,normal,full,5
2,14,normal,full,3
2,14,hungry,full,2
2,14,full,full,3
2,18,normal,full,3
2,18,hungry,full,1
2,18,full,full,1
2,18,normal,hungry,1
2,18,full,hungry,2
2,18,hungry,hungry,1
2,14,full,hungry,3
2,14,hungry,hungry,2
2,14,normal,hungry,1
2,13,normal,hungry,3
2,13,hungry,hungry,3
2,13,full,hungry,3
2,8,full,hungry,3
2,8,normal,hungry,3
2,8,hungry,hungry,2
2,2,full,hungry,2
2,2,normal,hungry,1
2,2,hungry,hungry,1
6,6,hungry,hungry,1
6,6,full,hungry,5
6,6,normal,hungry,4
6,7,full,hungry,4
6,7,hungry,hungry,2
6,7,normal,hungry,3
6,13,normal,hungry,5
6,13,full,hungry,5
6,13,hungry,hungry,3
6,15,hungry,hungry,2
6,15,full,hungry,5
6,15,normal,hungry,5
6,20,hungry,hungry,3
6,20,full,hungry,5
6,20,normal,hungry,4
6,20,normal,normal,3
6,20,hungry,normal,2
6,20,full,normal,2
6,15,full,normal,3
6,15,hungry,normal,1
6,15,normal,normal,3
6,13,full,normal,3
6,13,hungry,normal,2
6,13,normal,normal,2
6,7,normal,normal,1
6,7,full,normal,3
6,7,hungry,normal,1
6,6,full,normal,3
6,6,hungry,normal,1
6,6,normal,normal,1
8,3,full,hungry,2
8,3,hungry,hungry,2
8,3,normal,hungry,4
8,7,full,hungry,4
8,7,hungry,hungry,2
8,7,normal,hungry,3
8,11,normal,hungry,4
8,11,hungry,hungry,2
8,11,full,hungry,5
8,16,hungry,hungry,1
8,16,full,hungry,3
8,16,normal,hungry,2
8,18,hungry,hungry,2
8,18,full,hungry,3
8,18,normal,hungry,3
8,18,full,full,2
8,18,normal,full,1
8,18,hungry,full,1
8,16,normal,full,1
8,16,full,full,3
8,16,hungry,full,1
8,11,full,full,3
8,11,hungry,full,1
8,11,normal,full,2
8,7,full,full,3
8,7,hungry,full,3
8,7,normal,full,3
8,3,normal,full,2
8,3,full,full,3
8,3,hungry,full,2
10,1,hungry,full,4
10,1,normal,full,2
10,1,full,full,3
10,7,hungry,full,2
10,7,full,full,2
10,7,normal,full,2
10,12,hungry,full,3
10,12,normal,full,3
10,12,full,full,1
10,15,normal,full,2
10,15,hungry,full,1
10,15,full,full,2
10,18,hungry,full,4
10,18,full,full,2
10,18,normal,full,3
10,18,normal,hungry,1
10,18,full,hungry,1
10,18,hungry,hungry,1
10,15,full,hungry,1
10,15,hungry,hungry,1
10,15,normal,hungry,1
10,12,normal,hungry,1
10,12,full,hungry,1
10,12,hungry,hungry,1
10,7,hungry,hungry,1
10,7,full,hungry,1
10,7,normal,hungry,1
10,1,full,hungry,1
10,1,normal,hungry,1
10,1,hungry,hungry,1
13,4,normal,hungry,5
13,4,hungry,hungry,2
13,4,full,hungry,3
13,9,normal,hungry,3
13,9,hungry,hungry,3
13,9,full,hungry,5
13,10,full,hungry,4
13,10,normal,hungry,3
13,10,hungry,hungry,2
13,14,hungry,hungry,3
13,14,full,hungry,5
13,14,normal,hungry,4
13,19,hungry,hungry,3
13,19,normal,hungry,4
13,19,full,hungry,5
13,19,normal,full,2
13,19,hungry,full,2
13,19,full,full,3
13,14,full,full,2
13,14,hungry,full,2
13,14,normal,full,2
13,10,normal,full,2
13,10,full,full,2
13,10,hungry,full,2
13,9,hungry,full,2
13,9,normal,full,2
13,9,full,full,2
13,4,hungry,full,2
13,4,full,full,2
13,4,normal,full,2
14,3,normal,normal,2
14,3,hungry,normal,5
14,3,full,normal,5
14,9,normal,normal,3
14,9,hungry,normal,5
14,9,full,normal,5
14,13,hungry,normal,5
14,13,normal,normal,3
14,13,full,normal,5
14,16,normal,normal,2
14,16,hungry,normal,5
14,16,full,normal,5
14,18,normal,normal,2
14,18,hungry,normal,5
14,18,full,normal,5
14,18,full,hungry,2
14,18,hungry,hungry,3
14,18,normal,hungry,2
14,16,hungry,hungry,1
14,16,full,hungry,3
14,16,normal,hungry,2
14,13,normal,hungry,2
14,13,hungry,hungry,1
14,13,full,hungry,1
14,9,full,hungry,3
14,9,hungry,hungry,1
14,9,normal,hungry,3
14,3,hungry,hungry,1
14,3,full,hungry,1
14,3,normal,hungry,3
15,1,normal,hungry,3
15,1,hungry,hungry,2
15,1,full,hungry,5
15,8,hungry,hungry,2
15,8,full,hungry,5
15,8,normal,hungry,2
15,10,hungry,hungry,2
15,10,full,hungry,5
15,10,normal,hungry,3
15,15,normal,hungry,4
15,15,hungry,hungry,3
15,15,full,hungry,5
15,20,normal,hungry,2
15,20,hungry,hungry,2
15,20,full,hungry,2
15,20,full,full,3
15,20,hungry,full,3
15,20,normal,full,3
15,15,full,full,3
15,15,hungry,full,3
15,15,normal,full,3
15,10,full,full,3
15,10,hungry,full,3
15,10,normal,full,3
15,8,normal,full,3
15,8,full,full,3
15,8,hungry,full,3
15,1,full,full,3
15,1,hungry,full,3
15,1,normal,full,3
19,3,hungry,full,5
19,3,normal,full,5
19,3,full,full,5
19,7,hungry,full,4
19,7,full,full,5
19,7,normal,full,5
19,12,normal,full,5
19,12,full,full,5
19,12,hungry,full,5
19,16,normal,full,4
19,16,full,full,4
19,16,hungry,full,4
19,20,normal,full,5
19,20,full,full,5
19,20,hungry,full,5
19,20,full,hungry,2
19,20,normal,hungry,2
19,20,hungry,hungry,2
19,16,full,hungry,2
19,16,hungry,hungry,2
19,16,normal,hungry,2
19,12,normal,hungry,2
19,12,full,hungry,2
19,12,hungry,hungry,3
19,7,full,hungry,2
19,7,hungry,hungry,3
19,7,normal,hungry,2
19,3,normal,hungry,3
19,3,full,hungry,3
19,3,hungry,hungry,3
20,1,hungry,normal,1
20,1,normal,normal,2
20,1,full,normal,5
20,9,hungry,normal,1
20,9,full,normal,5
20,9,normal,normal,2
20,12,hungry,normal,2
20,12,normal,normal,3
20,12,full,normal,5
20,15,normal,normal,3
20,15,hungry,normal,1
20,15,full,normal,5
20,19,hungry,normal,2
20,19,full,normal,5
20,19,normal,normal,4
20,19,normal,hungry,1
20,19,hungry,hungry,1
20,19,full,hungry,3
20,15,full,hungry,3
20,15,hungry,hungry,2
20,15,normal,hungry,2
20,12,normal,hungry,3
20,12,full,hungry,3
20,12,hungry,hungry,2
20,9,normal,hungry,1
20,9,full,hungry,3
20,9,hungry,hungry,1
20,1,full,hungry,3
20,1,normal,hungry,2
20,1,hungry,hungry,1
23,4,normal,hungry,3
23,4,hungry,hungry,3
23,4,full,hungry,3
23,7,hungry,hungry,3
23,7,full,hungry,3
23,7,normal,hungry,3
23,12,normal,hungry,3
23,12,hungry,hungry,3
23,12,full,hungry,3
23,17,normal,hungry,3
23,17,hungry,hungry,3
23,17,full,hungry,3
23,19,normal,hungry,3
23,19,hungry,hungry,3
23,19,full,hungry,3
23,19,normal,full,2
23,19,hungry,full,2
23,19,full,full,2
23,17,full,full,2
23,17,normal,full,2
23,17,hungry,full,2
23,12,full,full,2
23,12,normal,full,2
23,12,hungry,full,2
23,7,full,full,2
23,7,normal,full,2
23,7,hungry,full,2
23,4,full,full,2
23,4,normal,full,2
23,4,hungry,full,2
26,5,hungry,normal,1
26,5,full,normal,5
26,5,normal,normal,2
26,7,hungry,normal,3
26,7,full,normal,3
26,7,normal,normal,2
26,11,normal,normal,2
26,11,full,normal,4
26,11,hungry,normal,2
26,16,normal,normal,4
