0	5	0	4	
0	9	1	4	
0	11	0	5	
0	13	0	4	
0	16	0	3	
0	19	1	5	
0	22	1	5	
0	23	0	2	
0	26	0	2	
0	30	0	2	
0	32	1	5	
0	35	0	1	
0	38	0	3	
0	43	0	4	
0	46	1	5	
0	48	1	4	
0	50	0	3	
0	52	0	3	
0	53	0	2	
0	55	0	3	
0	59	0	5	
0	60	1	5	
0	61	0	2	
0	63	0	5	
0	64	1	5	
0	66	0	2	
0	68	0	2	
0	69	1	4	
0	71	1	5	
0	72	1	4	
0	73	1	2	
0	75	0	3	
0	77	1	2	
0	79	0	3	
0	80	0	4	
0	81	0	4	
0	83	0	3	
0	84	1	4	
0	85	0	4	
0	89	1	5	
0	90	0	4	
0	91	0	3	
0	95	0	5	
0	96	0	3	
0	97	0	3	
0	99	0	4	
0	101	1	3	
0	102	1	2	
0	103	1	2	
0	106	1	5	
0	107	0	4	
0	111	1	2	
0	112	0	4	
0	113	0	4	
0	116	1	4	
0	117	1	4	
0	119	1	2	
0	120	0	3	
0	124	1	4	
0	127	1	5	
0	128	0	4	
0	129	0	2	
0	131	0	3	
0	133	0	3	
0	139	1	2	
0	142	1	2	
0	144	0	1	
0	147	0	1	
0	149	0	4	
0	150	0	4	
0	153	0	4	
0	154	1	3	
0	156	0	3	
0	158	1	4	
0	159	0	3	
0	160	0	3	
0	162	0	3	
0	163	1	4	
0	169	0	4	
0	170	0	4	
0	173	0	4	
0	174	0	4	
0	176	0	5	
0	179	0	2	
0	182	0	4	
0	183	1	5	
0	184	1	5	
0	185	1	5	
0	187	0	2	
0	188	1	4	
0	189	0	4	
0	192	0	3	
0	195	0	4	
0	199	1	4	
0	200	1	4	
0	201	0	4	
0	205	1	5	
0	207	0	4	
0	208	0	3	
0	209	1	5	
0	211	1	5	
0	212	0	1	
0	213	0	3	
0	214	0	2	
0	217	1	4	
0	218	1	2	
0	220	0	4	
0	221	1	5	
0	223	0	4	
0	224	0	1	
0	225	1	4	
0	226	0	3	
0	227	0	5	
0	228	1	5	
0	229	0	3	
0	231	1	4	
0	232	1	3	
0	234	0	4	
0	235	0	3	
0	240	0	3	
0	241	0	4	
0	242	1	2	
0	247	1	5	
0	249	1	5	
0	251	0	1	
0	252	0	5	
0	253	1	2	
0	254	1	3	
0	257	0	4	
0	258	1	2	
0	259	1	2	
0	261	0	2	
0	263	0	1	
0	264	0	4	
0	265	1	2	
0	266	0	3	
0	271	0	2	
1	12	1	5	
1	18	0	2	
1	49	1	5	
1	250	1	5	
1	256	1	5	
1	278	1	5	
1	279	1	4	
1	280	0	2	
1	289	0	2	
1	291	1	5	
1	296	1	5	
1	297	1	4	
1	298	1	5	
1	300	1	5	
1	302	1	4	
1	306	1	3	
1	307	1	3	
1	311	1	4	
1	312	0	4	
1	313	1	2	
1	314	1	2	
1	315	0	4	
2	244	1	2	
2	263	0	1	
2	271	1	3	
2	293	1	3	
2	298	0	2	
2	299	1	3	
2	306	1	4	
2	317	0	3	
2	322	1	3	
2	323	1	3	
2	326	1	5	
2	327	0	5	
2	329	0	2	
2	330	1	5	
2	331	1	2	
2	333	1	4	
2	334	1	2	
2	336	1	2	
2	340	1	2	
2	342	1	4	
2	344	0	3	
2	347	1	5	
2	348	1	4	
2	349	0	3	
2	350	0	2	
2	353	0	3	
3	49	0	4	
3	259	1	5	
3	263	1	4	
3	287	0	3	
3	293	0	4	
3	302	0	4	
3	353	0	4	
3	355	0	3	
3	356	0	3	
3	360	0	4	
4	0	1	5	
4	1	1	4	
4	16	0	3	
4	23	0	3	
4	39	1	4	
4	41	0	4	
4	61	0	3	
4	68	1	2	
4	78	1	4	
4	79	0	1	
4	88	1	5	
4	89	1	4	
4	93	1	3	
4	97	0	2	
4	99	0	4	
4	101	0	2	
4	108	0	4	
4	109	1	2	
4	138	1	3	
4	142	1	4	
4	143	0	2	
4	152	0	4	
4	153	1	3	
4	166	1	3	
4	172	0	3	
4	175	0	2	
4	184	1	4	
4	208	0	4	
4	210	1	5	
4	213	1	3	
4	218	1	4	
4	221	0	3	
4	224	1	3	
4	226	1	5	
4	229	1	4	
4	230	0	1	
4	233	1	3	
4	240	1	2	
4	242	1	1	
4	258	1	2	
4	266	0	3	
4	362	0	2	
4	363	1	2	
4	368	1	2	
4	369	1	2	
4	371	0	2	
4	375	0	1	
4	376	1	2	
4	378	1	4	
4	381	0	4	
4	383	1	4	
4	384	1	5	
4	387	0	1	
4	388	1	2	
4	390	0	3	
4	392	1	3	
4	393	0	1	
4	396	1	3	
4	399	1	2	
4	401	1	2	
4	402	1	4	
4	406	0	2	
4	409	1	2	
