21	0	0	0	1.0
0	45	0	0	2.0
0	27	0	0	3.0
0	32	0	0	1.0
22	4	0	0	3.0
22	12	0	0	4.0
22	29	0	0	4.0
22	33	0	0	5.0
18	115	0	0	4.0
9	90	0	0	5.0
26	4	1	1	2.0
26	16	1	1	3.0
26	33	1	1	3.0
26	6	1	1	4.0
26	30	1	1	4.0
0	27	1	1	3.0
0	0	1	1	4.0
0	32	1	1	4.0
4	75	1	1	3.0
4	30	1	1	5.0
31	41	1	1	3.0
31	110	1	1	4.0
31	73	1	1	5.0
1	5	1	1	4.0
6	112	1	1	4.0
6	86	1	1	5.0
6	70	1	1	5.0
6	95	1	1	5.0
6	113	1	1	5.0
32	75	1	1	5.0
0	43	2	1	3.0
0	0	2	1	5.0
6	61	2	1	5.0
6	88	2	1	5.0
6	98	2	1	5.0
6	102	2	1	5.0
6	106	2	1	5.0
6	80	2	1	5.0
6	111	2	1	5.0
10	97	2	1	5.0
22	11	3	0	4.0
0	14	3	0	5.0
6	100	4	0	1.0
25	11	4	0	3.0
25	4	4	0	4.0
25	20	4	0	4.0
25	30	4	0	4.0
25	15	4	0	5.0
33	112	5	0	2.0
0	25	5	0	4.0
0	1	6	1	3.0
0	2	6	1	4.0
0	13	6	1	4.0
0	33	6	1	4.0
0	4	6	1	5.0
20	75	6	1	3.0
23	72	6	1	4.0
6	56	6	1	5.0
6	113	6	1	5.0
32	3	6	1	5.0
32	13	6	1	5.0
32	20	6	1	5.0
32	40	6	1	5.0
0	2	4	1	4.0
18	16	4	1	4.0
6	107	4	1	5.0
32	0	4	1	5.0
32	7	4	1	5.0
32	16	4	1	5.0
32	23	4	1	5.0
0	51	0	1	1.0
0	50	0	1	3.0
0	8	0	1	4.0
0	49	0	1	4.0
0	14	0	1	5.0
31	41	0	1	3.0
30	11	0	1	4.0
30	2	0	1	5.0
6	62	0	1	5.0
6	65	0	1	5.0
6	90	0	1	5.0
6	93	0	1	5.0
6	75	0	1	5.0
6	102	0	1	5.0
6	106	0	1	5.0
6	109	0	1	5.0
6	114	0	1	5.0
33	5	5	1	1.0
33	45	5	1	3.0
31	41	5	1	2.0
0	11	5	1	3.0
0	16	5	1	4.0
0	36	5	1	5.0
10	97	5	1	3.0
4	9	5	1	4.0
6	56	5	1	5.0
6	87	5	1	5.0
6	91	5	1	5.0
6	96	5	1	5.0
6	99	5	1	5.0
6	77	5	1	5.0
6	78	5	1	5.0
6	82	5	1	5.0
30	11	5	1	5.0
11	84	3	1	3.0
31	41	3	1	3.0
31	74	3	1	4.0
33	40	3	1	4.0
6	9	3	1	5.0
6	56	3	1	5.0
6	87	3	1	5.0
6	91	3	1	5.0
6	96	3	1	5.0
6	99	3	1	5.0
6	77	3	1	5.0
6	78	3	1	5.0
6	81	3	1	5.0
30	11	3	1	5.0
2	55	1	2	2.0
0	11	1	2	3.0
0	44	1	2	3.0
0	6	1	2	4.0
0	34	1	2	4.0
0	10	1	2	5.0
6	61	1	2	3.0
6	127	1	2	3.0
6	118	1	2	4.0
6	129	1	2	4.0
6	120	1	2	5.0
11	75	1	2	3.0
11	56	1	2	5.0
13	96	1	2	3.0
13	92	1	2	4.0
13	63	1	2	5.0
